,tags
302119,"{'name': 'Ст. Інглезі', 'name:uk': 'Ст. Інглезі', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Ст. Інглезі, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
302135,"{'crossing': 'marked', 'highway': 'crossing'}"
302268,{'railway': 'level_crossing'}
302291,{'barrier': 'gate'}
302407,{'railway': 'level_crossing'}
302410,{'railway': 'level_crossing'}
302508,{'railway': 'level_crossing'}
302610,{'barrier': 'gate'}
302631,{'barrier': 'gate'}
302656,{'railway': 'level_crossing'}
302663,{'barrier': 'height_restrictor'}
302685,"{'barrier': 'height_restrictor', 'maxheight': '5'}"
302705,{'barrier': 'gate'}
302708,{'barrier': 'gate'}
302711,{'railway': 'level_crossing'}
302712,{'railway': 'level_crossing'}
302747,{'highway': 'crossing'}
302759,{'highway': 'crossing'}
302780,{'barrier': 'gate'}
302788,"{'highway': 'crossing', 'railway': 'level_crossing'}"
302789,"{'highway': 'crossing', 'railway': 'level_crossing'}"
302790,"{'highway': 'crossing', 'railway': 'level_crossing'}"
302791,"{'highway': 'crossing', 'railway': 'level_crossing'}"
302792,"{'highway': 'crossing', 'railway': 'level_crossing'}"
302811,{'barrier': 'gate'}
302823,{'barrier': 'gate'}
302838,{'barrier': 'gate'}
302912,{'railway': 'level_crossing'}
302979,{'barrier': 'gate'}
302993,{'barrier': 'gate'}
302996,{'railway': 'tram_level_crossing'}
303001,{'highway': 'traffic_signals'}
303002,"{'bus': 'yes', 'description': 'По Катерининській вул.', 'name': 'Вул. Мала Арнаутська', 'name:uk': 'Вул. Мала Арнаутська', 'public_transport': 'stop_position', 'ref_name': 'Вул. Мала Арнаутська, Одеса'}"
303006,"{'bus': 'yes', 'name': 'Привоз', 'name:ru': 'Привоз', 'name:uk': 'Привоз', 'public_transport': 'stop_position', 'ref_name': 'Привоз, Одеса'}"
303007,"{'crossing': 'traffic_signals', 'highway': 'crossing'}"
303008,{'railway': 'tram_level_crossing'}
303047,{'barrier': 'gate'}
303055,{'barrier': 'gate'}
303064,{'highway': 'crossing'}
303069,"{'bus': 'yes', 'name': 'Вул. Рішельєвська', 'name:ru': 'Ришельевская улица', 'name:uk': 'Вул. Рішельєвська', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Вул. Рішельєвська, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
303080,{'barrier': 'gate'}
303085,{'barrier': 'gate'}
303086,"{'barrier': 'gate', 'foot': 'private'}"
303100,{'railway': 'level_crossing'}
303102,{'railway': 'level_crossing'}
303124,{'barrier': 'gate'}
303128,{'barrier': 'gate'}
303130,{'railway': 'level_crossing'}
303133,{'barrier': 'gate'}
303135,{'railway': 'tram_level_crossing'}
303183,"{'access': 'private', 'barrier': 'gate'}"
303204,{'barrier': 'gate'}
303225,{'barrier': 'gate'}
303230,{'barrier': 'gate'}
303274,"{'bicycle': 'yes', 'crossing': 'uncontrolled', 'highway': 'crossing'}"
303314,{'barrier': 'gate'}
303323,{'barrier': 'gate'}
303325,"{'bicycle': 'yes', 'crossing': 'uncontrolled', 'highway': 'crossing'}"
303344,{'barrier': 'gate'}
303466,{'barrier': 'gate'}
303478,"{'crossing': 'unmarked', 'highway': 'crossing'}"
303498,"{'access': 'yes', 'barrier': 'block', 'material': 'concrete', 'motor_vehicle': 'no'}"
303509,"{'crossing': 'unmarked', 'highway': 'crossing'}"
303516,"{'crossing': 'unmarked', 'highway': 'crossing'}"
303519,"{'barrier': 'lift_gate', 'bicycle': 'yes', 'foot': 'yes', 'lift_gate:type': 'single'}"
303529,"{'barrier': 'lift_gate', 'bicycle': 'yes', 'foot': 'yes', 'lift_gate:type': 'single'}"
303538,"{'crossing': 'unmarked', 'highway': 'crossing'}"
303540,"{'crossing': 'unmarked', 'highway': 'crossing'}"
303793,{'barrier': 'gate'}
303796,{'railway': 'level_crossing'}
303817,{'barrier': 'gate'}
303828,{'railway': 'level_crossing'}
303846,"{'access': 'private', 'barrier': 'gate'}"
303862,"{'access': 'private', 'barrier': 'lift_gate', 'lift_gate:type': 'double'}"
303863,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
303871,"{'crossing': 'unmarked', 'highway': 'crossing', 'kerb': 'raised'}"
303874,"{'access': 'private', 'barrier': 'gate'}"
303901,"{'crossing': 'unmarked', 'highway': 'crossing'}"
303954,"{'crossing': 'unmarked', 'highway': 'crossing'}"
303956,"{'crossing': 'unmarked', 'highway': 'crossing'}"
303963,"{'bicycle': 'yes', 'crossing': 'uncontrolled', 'highway': 'crossing'}"
303971,"{'crossing': 'unmarked', 'highway': 'crossing'}"
303973,"{'crossing': 'unmarked', 'highway': 'crossing', 'kerb': 'raised'}"
304018,{'railway': 'tram_level_crossing'}
304019,{'railway': 'tram_level_crossing'}
304125,"{'crossing': 'unmarked', 'highway': 'crossing'}"
304156,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
304157,"{'barrier': 'lift_gate', 'bicycle': 'yes', 'foot': 'yes'}"
304158,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
304161,"{'barrier': 'bollard', 'bollard': 'removable'}"
304164,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
304165,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
304166,"{'barrier': 'bollard', 'bollard': 'removable'}"
304178,"{'crossing': 'unmarked', 'highway': 'crossing'}"
304337,"{'barrier': 'lift_gate', 'motor_vehicle': 'no'}"
304419,{'barrier': 'gate'}
304449,{'barrier': 'lift_gate'}
304450,"{'crossing': 'unmarked', 'highway': 'crossing'}"
304451,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
304454,{'highway': 'traffic_signals'}
304478,"{'barrier': 'swing_gate', 'material': 'metal', 'swing_gate:type': 'single'}"
304480,"{'barrier': 'block', 'bicycle': 'yes', 'foot': 'yes', 'motor_vehicle': 'no'}"
304571,"{'access': 'private', 'barrier': 'gate'}"
304576,"{'access': 'private', 'barrier': 'gate', 'motor_vehicle': 'no'}"
304634,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
304635,"{'bicycle': 'yes', 'crossing': 'uncontrolled', 'highway': 'crossing'}"
304659,"{'access': 'private', 'barrier': 'gate', 'bicycle': 'no', 'foot': 'no'}"
304825,{'railway': 'tram_level_crossing'}
304826,{'railway': 'tram_level_crossing'}
304882,"{'crossing': 'unmarked', 'highway': 'crossing'}"
304921,"{'access': 'permit', 'barrier': 'lift_gate'}"
305087,{'barrier': 'gate'}
305114,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
305115,"{'bicycle': 'yes', 'crossing': 'uncontrolled', 'highway': 'crossing'}"
305121,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
305122,"{'bicycle': 'yes', 'crossing': 'uncontrolled', 'highway': 'crossing'}"
305270,{'barrier': 'gate'}
305273,"{'direction': 'forward', 'highway': 'give_way'}"
305297,{'barrier': 'gate'}
305345,{'barrier': 'lift_gate'}
305350,"{'bus': 'yes', 'name': 'Вул. Рішельєвська', 'name:ru': 'Ришельевская улица', 'name:uk': 'Вул. Рішельєвська', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Вул. Рішельєвська, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
305362,{'railway': 'tram_level_crossing'}
305413,{'noexit': 'yes'}
305423,{'noexit': 'yes'}
305443,{'barrier': 'gate'}
305453,{'barrier': 'gate'}
305472,"{'surface': 'asphalt', 'traffic_calming': 'bump'}"
305477,"{'surface': 'asphalt', 'traffic_calming': 'bump'}"
305610,"{'crossing': 'marked', 'highway': 'crossing'}"
305611,{'noexit': 'yes'}
305819,{'railway': 'level_crossing'}
305822,{'railway': 'level_crossing'}
305824,{'railway': 'level_crossing'}
305825,{'railway': 'level_crossing'}
305835,{'railway': 'level_crossing'}
305836,"{'amenity': 'ferry_terminal', 'ferry': 'yes', 'public_transport': 'station'}"
305837,{'railway': 'level_crossing'}
305897,"{'access': 'no', 'barrier': 'gate'}"
305906,{'railway': 'level_crossing'}
305916,{'railway': 'level_crossing'}
305917,{'railway': 'level_crossing'}
305948,{'barrier': 'gate'}
305949,{'railway': 'level_crossing'}
305950,{'railway': 'level_crossing'}
306005,{'railway': 'tram_level_crossing'}
306006,{'railway': 'tram_level_crossing'}
306016,"{'bus': 'yes', 'name': 'Хлібозавод', 'name:ru': 'Хлебозавод', 'name:uk': 'Хлібозавод', 'public_transport': 'stop_position', 'ref_name': 'Хлібозавод, Одеса'}"
306067,{'railway': 'tram_level_crossing'}
306068,{'railway': 'tram_level_crossing'}
306095,{'railway': 'tram_level_crossing'}
306142,{'railway': 'level_crossing'}
306238,{'barrier': 'gate'}
306294,{'barrier': 'gate'}
306303,{'barrier': 'gate'}
306306,{'barrier': 'gate'}
306351,{'railway': 'level_crossing'}
306366,{'barrier': 'gate'}
306380,{'barrier': 'gate'}
306384,{'barrier': 'gate'}
306390,{'barrier': 'gate'}
306395,{'barrier': 'gate'}
306491,{'barrier': 'gate'}
306499,{'barrier': 'gate'}
306536,{'barrier': 'gate'}
306572,{'railway': 'level_crossing'}
306580,{'barrier': 'gate'}
306593,{'railway': 'level_crossing'}
306594,{'railway': 'level_crossing'}
306614,{'barrier': 'gate'}
306630,{'barrier': 'gate'}
306765,"{'highway': 'crossing', 'kerb': 'flush'}"
306781,"{'direction': 'backward', 'highway': 'give_way', 'side': 'right', 'traffic_sign:backward': 'UA:2.1'}"
306806,{'railway': 'tram_level_crossing'}
306807,{'railway': 'tram_level_crossing'}
306812,"{'access': 'yes', 'barrier': 'swing_gate', 'swing_gate:type': 'single'}"
306816,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
306817,"{'bicycle': 'yes', 'crossing': 'uncontrolled', 'highway': 'crossing'}"
306831,"{'bus': 'yes', 'name': 'Вул. Бреуса', 'name:ru': 'улица Бреуса', 'name:uk': 'Вул. Бреуса', 'public_transport': 'stop_position', 'ref_name': 'Вул. Бреуса, Одеса'}"
307006,"{'highway': 'crossing', 'kerb': 'flush'}"
307608,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
307626,"{'barrier': 'toll_booth', 'bicycle': 'yes', 'charge': '30 UAH', 'foot': 'yes', 'toll:motor_vehicle': 'yes'}"
307744,{'barrier': 'gate'}
307789,{'barrier': 'lift_gate'}
307811,{'barrier': 'gate'}
307820,{'barrier': 'gate'}
307915,{'barrier': 'gate'}
307943,{'railway': 'level_crossing'}
308037,{'barrier': 'gate'}
308064,{'barrier': 'gate'}
308077,{'barrier': 'lift_gate'}
308080,{'barrier': 'lift_gate'}
308124,"{'crossing': 'marked', 'highway': 'crossing'}"
308145,{'barrier': 'lift_gate'}
308275,{'highway': 'traffic_signals'}
308310,{'barrier': 'entrance'}
308361,{'barrier': 'gate'}
308370,{'barrier': 'gate'}
308382,{'barrier': 'gate'}
308391,{'barrier': 'gate'}
308429,{'barrier': 'gate'}
308436,{'barrier': 'gate'}
308460,{'railway': 'level_crossing'}
308467,{'barrier': 'gate'}
308469,{'barrier': 'gate'}
308489,{'railway': 'level_crossing'}
308507,{'highway': 'crossing'}
308508,{'traffic_calming': 'bump'}
308541,"{'access': 'private', 'barrier': 'swing_gate'}"
308588,"{'access': 'private', 'barrier': 'gate'}"
308636,"{'crossing': 'uncontrolled', 'highway': 'crossing'}"
308680,{'barrier': 'gate'}
308747,{'barrier': 'lift_gate'}
308761,{'railway': 'level_crossing'}
308762,{'railway': 'level_crossing'}
308764,{'railway': 'level_crossing'}
308770,"{'bus': 'yes', 'name': 'ПО ""Мікрон""', 'name:uk': 'ПО ""Мікрон""', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'ПО ""Мікрон"", Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
308785,{'railway': 'level_crossing'}
308802,{'barrier': 'gate'}
308806,"{'bus': 'yes', 'name': 'Вул. Промислова', 'name:ru': 'Промышленная улица', 'name:uk': 'Вул. Промислова', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Вул. Промислова, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
308808,"{'bus': 'yes', 'name': 'З-д ББК', 'name:uk': 'З-д ББК', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'З-д ББК, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
308809,"{'name': 'На вимогу', 'name:ru': 'По требованию', 'name:uk': 'На вимогу', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'На вимогу, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
308810,"{'bus': 'yes', 'name': 'З-д ""Нептун""', 'name:uk': 'З-д ""Нептун""', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'З-д ""Нептун"", Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
308856,{'railway': 'level_crossing'}
308935,"{'bus': 'yes', 'name': 'Застава 1', 'name:uk': 'Застава 1', 'operator': 'КП «Одесміськелектротранс»', 'public_transport': 'stop_position', 'ref_name': 'Застава 1, Одеса', 'source': 'http://www.oget.od.ua/ru/catalog/informaciyadlyapassazhirov/nazvazupinoknamarshrutahmstaodesa/naymenuvannyazupinoknatroleybusnihmarshrutahmstaodesi/', 'trolleybus': 'yes'}"
308950,{'barrier': 'gate'}
308951,{'barrier': 'lift_gate'}
309002,{'railway': 'level_crossing'}
309028,{'barrier': 'gate'}
309110,{'barrier': 'gate'}
309337,{'barrier': 'lift_gate'}
309496,{'railway': 'level_crossing'}
309569,{'railway': 'level_crossing'}
309577,{'railway': 'level_crossing'}
309634,{'railway': 'level_crossing'}
309642,{'railway': 'level_crossing'}
309737,{'railway': 'level_crossing'}
309826,{'barrier': 'lift_gate'}
309832,"{'access': 'no', 'barrier': 'gate'}"
309860,"{'access': 'no', 'barrier': 'lift_gate'}"
309864,{'barrier': 'lift_gate'}
310023,{'barrier': 'gate'}
310033,"{'access': 'no', 'barrier': 'lift_gate'}"
310075,{'highway': 'motorway_junction'}
310221,"{'barrier': 'lift_gate', 'lift_gate:type': 'single'}"
310325,"{'highway': 'traffic_signals', 'traffic_signals': 'signal'}"
310337,{'highway': 'crossing'}
310397,{'railway': 'level_crossing'}
310399,{'railway': 'level_crossing'}
310400,{'railway': 'level_crossing'}
310433,{'barrier': 'gate'}
310434,{'barrier': 'gate'}
310437,{'barrier': 'gate'}
310439,{'entrance': 'staircase'}
310440,{'barrier': 'gate'}
310441,{'barrier': 'gate'}
310442,{'barrier': 'gate'}
310444,{'barrier': 'gate'}
310445,{'barrier': 'gate'}
310534,{'barrier': 'gate'}
310552,{'barrier': 'gate'}
310660,"{'access': 'private', 'barrier': 'lift_gate'}"
310672,{'barrier': 'gate'}
310674,{'barrier': 'gate'}
310768,{'barrier': 'gate'}
310769,{'barrier': 'gate'}
310773,{'barrier': 'gate'}
310783,{'barrier': 'gate'}
310787,{'barrier': 'gate'}
310788,{'barrier': 'gate'}
310792,{'barrier': 'gate'}
310793,{'barrier': 'gate'}
310797,{'barrier': 'gate'}
310799,{'railway': 'tram_level_crossing'}
310801,{'barrier': 'gate'}
310805,{'barrier': 'gate'}
310807,{'railway': 'tram_level_crossing'}
310808,{'railway': 'tram_level_crossing'}
310811,{'railway': 'tram_level_crossing'}
310820,{'barrier': 'gate'}
310821,{'barrier': 'gate'}
310822,{'barrier': 'gate'}
310831,{'barrier': 'gate'}
310833,{'barrier': 'gate'}
310834,{'barrier': 'gate'}
310835,{'barrier': 'gate'}
310836,{'barrier': 'gate'}
310843,{'barrier': 'gate'}
310845,{'barrier': 'gate'}
310848,{'barrier': 'gate'}
310850,{'barrier': 'gate'}
310851,{'barrier': 'gate'}
310852,{'barrier': 'gate'}
310853,{'barrier': 'gate'}
310854,{'barrier': 'gate'}
310857,{'barrier': 'gate'}
310859,{'barrier': 'gate'}
310861,{'barrier': 'gate'}
310862,{'barrier': 'gate'}
310866,{'barrier': 'gate'}
310868,{'barrier': 'gate'}
310873,{'barrier': 'gate'}
310874,{'entrance': 'staircase'}
310876,{'barrier': 'gate'}
310878,{'barrier': 'gate'}
310879,{'barrier': 'gate'}
310880,{'barrier': 'gate'}
310882,{'barrier': 'gate'}
310884,{'barrier': 'gate'}
310885,{'barrier': 'gate'}
310887,{'barrier': 'gate'}
310889,{'barrier': 'gate'}
310890,{'barrier': 'gate'}
310893,{'barrier': 'gate'}
310895,{'barrier': 'gate'}
310899,{'barrier': 'gate'}
310900,{'barrier': 'gate'}
310901,{'barrier': 'gate'}
310904,{'barrier': 'gate'}
310906,{'barrier': 'gate'}
310907,{'barrier': 'gate'}
310908,{'barrier': 'gate'}
310909,{'barrier': 'gate'}
310911,{'barrier': 'gate'}
310914,{'barrier': 'gate'}
310915,{'barrier': 'gate'}
310918,{'barrier': 'gate'}
310922,{'barrier': 'gate'}
310973,{'barrier': 'gate'}
310983,"{'access': 'private', 'barrier': 'gate'}"
310987,"{'crossing': 'unmarked', 'highway': 'crossing'}"
311006,{'barrier': 'gate'}
311015,{'barrier': 'gate'}
311016,{'barrier': 'gate'}
311027,{'barrier': 'gate'}
311067,{'barrier': 'gate'}
311071,"{'access': 'permissive', 'barrier': 'gate'}"
311075,"{'access': 'permissive', 'barrier': 'lift_gate'}"
311085,{'barrier': 'gate'}
311093,{'barrier': 'gate'}
311094,{'entrance': 'staircase'}
311103,{'barrier': 'gate'}
311108,{'highway': 'crossing'}
311109,{'barrier': 'gate'}
311113,{'barrier': 'gate'}
311117,{'barrier': 'gate'}
311121,{'barrier': 'gate'}
311132,{'barrier': 'gate'}
311139,{'barrier': 'lift_gate'}
311143,{'barrier': 'lift_gate'}
311151,"{'bus': 'yes', 'name': 'Сільрада', 'name:uk': 'Сільрада', 'public_transport': 'stop_position', 'ref_name': 'Сільрада, с. Сухий Лиман'}"
311152,"{'bus': 'yes', 'name': 'Сільрада', 'name:uk': 'Сільрада', 'public_transport': 'stop_position', 'ref_name': 'Сільрада, с. Сухий Лиман'}"
311160,"{'crossing': 'zebra', 'crossing:island': 'no', 'highway': 'crossing', 'tactile_paving': 'no'}"
311161,"{'bus': 'yes', 'name': 'Вул. Степова', 'name:uk': 'Вул. Степова', 'public_transport': 'stop_position', 'ref_name': 'Вул. Степова, с. Сухий Лиман'}"
311163,"{'bicycle': 'yes', 'crossing': 'uncontrolled', 'highway': 'crossing'}"
311175,"{'barrier': 'gate', 'name': 'Орион'}"
311180,{'barrier': 'gate'}
311185,{'barrier': 'gate'}
311209,{'barrier': 'gate'}
311223,{'railway': 'tram_level_crossing'}
311224,{'barrier': 'gate'}
311226,{'barrier': 'gate'}
311227,{'barrier': 'gate'}
311228,{'railway': 'tram_level_crossing'}
311229,{'barrier': 'gate'}
311230,{'railway': 'tram_level_crossing'}
311231,{'barrier': 'gate'}
311239,{'barrier': 'gate'}
311245,{'barrier': 'gate'}
311246,{'barrier': 'gate'}
311247,{'barrier': 'gate'}
311248,{'barrier': 'gate'}
311249,{'barrier': 'gate'}
311250,{'barrier': 'gate'}
311251,{'barrier': 'gate'}
311252,{'barrier': 'gate'}
311253,{'barrier': 'gate'}
311260,{'barrier': 'gate'}
311263,{'barrier': 'gate'}
311265,{'barrier': 'gate'}
311267,{'barrier': 'gate'}
311271,{'entrance': 'staircase'}
311272,{'barrier': 'gate'}
311273,{'barrier': 'gate'}
311276,{'barrier': 'gate'}
311277,{'entrance': 'staircase'}
311279,{'barrier': 'gate'}
311288,{'railway': 'tram_level_crossing'}
